"",11676,98391
0020778201,1,5
0020780605,1,5
0020790317,1,5
002079262X,1,5
0020793103,1,5
0020794207,1,5
0020794304,1,5
0020794401,1,5
0020795904,1,5
0020800606,1,5
0020804016,1,5
002081030X,1,5
0020810903,1,5
0020811608,1,5
0020811853,6,5
0020812000,1,5
0020812108,1,5
0020819706,1,5
0020820445,1,5
0020820852,1,5
0020821255,1,5
0020838506,1,5
0020847459,1,5
0020849400,1,5
0020852010,1,5
0020854501,1,5
0020859708,1,5
0020864906,1,5
0020867603,1,5
0020868308,1,5
0020868502,1,5
0020868804,1,5
0020868901,1,5
0020869002,1,5
002086910X,1,5
0020869207,1,5
0020869401,1,5
0020869509,1,5
0020869606,1,5
0020885105,1,5
0020885709,1,5
002089130X,1,5
002089130x,1,5
0020891415,1,5
0020891431,1,5
0020891504,1,5
0020896301,1,5
0020896913,1,5
0020931808,1,5
0020955707,1,5
002095980X,1,5
0020960808,1,5
0020961502,1,5
0020967705,1,5
0020967802,1,5
0020972423,1,5
002097292X,1,5
0020973403,1,5
0021289808,1,5
0021795584,1,5
0021855900,1,5
0023002905,1,5
0023018909,1,5
002304151X,1,5
0023045507,1,5
0023054506,1,5
0023060956,1,5
0023061316,1,5
0023062118,1,5
0023062517,1,5
002307860X,1,5
0023080108,1,5
0023116013,1,5
0023132027,1,5
0023153105,1,5
0023159111,1,5
0023162805,1,5
0023193913,1,5
0023196610,1,5
002322410X,1,5
0023237309,1,5
0023242205,1,5
0023248807,1,5
0023251700,1,5
002325291X,1,5
002327901X,1,5
0023280115,1,5
0023284404,1,5
0023285192,1,5
0023301201,1,5
0023340118,1,5
0023342706,1,5
0023376627,1,5
0023381205,5,5
002338235X,1,5
0023385022,1,5
0023401354,1,5
0023417706,1,5
0023454741,1,5
002346450X,1,5
0023470801,1,5
0023480017,1,5
0023485116,1,5
002350580X,1,5
0023530707,1,5
0023546409,1,5
0023564105,1,5
0023564202,1,5
0023582804,1,5
0023582901,1,5
0023602406,1,5
0023607807,1,5
0023619120,1,5
0023620005,1,5
0023625600,1,5
0023635703,1,5
0023635908,1,5
002363880X,1,5
0023644303,1,5
0023658207,1,5
0023671602,1,5
002367170X,1,5
0023672609,1,5
0023705027,1,5
0023720808,1,5
0023728213,1,5
0023782420,1,5
0023795808,1,5
0023805552,1,5
0023860103,1,5
0023884401,1,5
0023885815,1,5
0023886854,1,5
0023888873,1,5
0023895306,1,5
0023933410,1,5
002394790X,1,5
0023960507,1,5
0024031216,1,5
0024040908,1,5
0024041858,1,5
0024044911,1,5
0024045411,1,5
0024067202,1,5
0024080918,1,5
0024084514,1,5
0024092703,1,5
0024093408,1,5
0024096229,1,5
0024096903,1,5
0024103209,1,5
0024103411,1,5
0024103659,1,5
002411510X,8,5
002411510x,8,5
0024181900,1,5
0024182001,1,5
0024198358,1,5
0024202002,1,5
0024206202,1,5
002421132X,1,5
0024248509,1,5
0024248606,1,5
0024277800,1,5
0024278254,1,5
0024288101,1,5
0024316903,1,5
0024706000,1,5
002475630X,1,5
0024967602,1,5
002496770X,1,5
0024967904,1,5
0025002430,1,5
0025002902,1,5
0025003305,1,5
0025005731,1,5
0025024019,1,5
0025031007,1,5
002504690X,1,5
0025063707,1,5
0025064312,1,5
002506830X,1,5
0025074857,1,5
0025074903,1,5
0025134701,1,5
0025152009,1,5
0025167006,1,5
0025173251,1,5
0025174215,1,5
0025174606,1,5
0025176501,1,5
002517990X,1,5
0025180207,1,5
0025180401,1,5
0025182005,1,5
0025196359,1,5
0025211404,1,5
0025211609,1,5
0025214403,1,5
0025225804,1,5
0025226207,1,5
0025229303,1,5
0025250000,1,5
0025252410,1,5
0025256602,1,5
0025258001,1,5
0025288016,1,5
0025294458,1,5
0025294709,1,5
0025316702,1,5
0025349406,1,5
0025354817,1,5
0025372300,1,5
0025377604,1,5
0025386700,1,5
002541870X,1,5
0025424009,1,5
002542730X,6,5
002542730x,6,5
0025429213,1,5
0025429655,1,5
0025429701,1,5
0025430807,1,5
0025434454,1,5
0025439456,1,5
0025439472,1,5
002544395X,1,5
0025444506,1,5
0025446002,1,5
0025449206,1,5
0025455702,1,5
0025465805,1,5
0025473700,1,5
0025473905,1,5
0025474804,1,5
0025483307,1,5
002548480X,1,5
0025485202,1,5
002550665X,1,5
0025518518,1,5
0025518607,1,5
002553730X,1,5
0025539507,1,5
0025597736,1,5
0025606115,1,5
0025607006,1,5
0025631403,1,5
0025631500,1,5
002563190X,1,5
0025635700,1,5
002563920X,1,5
0025683004,1,5
0025688707,1,5
0025705008,1,5
0025706101,1,5
0025729853,1,5
002573430X,1,5
0025758918,1,5
0025836757,1,5
0025837109,1,5
0025837508,1,5
0025845403,1,5
0025849603,1,5
0025876007,1,5
0025882201,1,5
0025882708,1,5
002588591X,1,5
002590700X,1,5
0025937103,1,5
0025947303,1,5
0025953621,1,5
0025977601,1,5
0025992910,1,5
0025994611,1,5
0026009102,1,5
0026024306,1,5
0026035200,1,5
0026035316,1,5
0026045702,1,5
0026049317,1,5
002605700X,1,5
002605860X,1,5
002606880X,1,5
0026071207,1,5
0026071509,1,5
0026098407,1,5
0026099802,1,5
0026100800,1,5
002611920X,1,5
0026119501,1,5
0026125803,1,5
0026128004,1,5
0026128101,1,5
002615000X,1,5
0026152703,1,5
0026154609,1,5
0026155001,1,5
0026166208,1,5
0026171805,1,5
0026204207,1,5
0026205408,1,5
0026217457,1,5
0026229501,1,5
0026229609,1,5
0026243105,1,5
0026244403,1,5
0026255901,1,5
0026258102,1,5
0026259206,1,5
0026282003,1,5
0026284707,1,5
0026284901,1,5
0026301253,1,5
0026305909,1,5
0026315912,1,5
0026326906,1,5
0026329859,1,5
0026334305,1,5
002635389X,1,5
0026365588,1,5
0026489309,1,5
0026638959,1,5
0026715406,1,5
0026851555,1,5
0026866528,1,5
0026885018,1,5
0026885514,1,5
0026885522,1,5
0026887509,1,5
0026887517,1,5
0026887533,1,5
0026887606,1,5
0026888106,1,5
0026888130,1,5
0026890143,1,5
0026890224,1,5
0026890356,1,5
0026890380,1,5
0026890712,1,5
0026892219,1,5
0026892677,1,5
0026892693,1,5
0026892715,1,5
0026892804,1,5
0026893304,1,5
002689338X,1,5
0026894122,1,5
0027000303,1,5
0027002101,1,5
002700290X,1,5
0027003612,1,5
0027003701,1,5
0027003809,1,5
0027056805,1,5
0027058573,1,5
0027077519,1,5
0027077551,1,5
0027081605,1,5
002708230X,1,5
0027092305,1,5
0027109909,1,5
0027109917,1,5
0027110206,1,5
0027110303,1,5
0027110400,1,5
0027110559,1,5
002711080X,1,5
0027110907,1,5
0027111008,1,5
0027118401,1,5
0027123006,1,5
0027136701,1,5
0027136809,1,5
0027147509,1,5
0027153800,6,5
002717350X,1,5
002717820X,1,5
0027181308,1,5
0027183505,1,5
0027185605,1,5
0027190358,1,5
0027190404,1,5
0027190420,1,5
0027197107,1,5
002723620X,1,5
0027253716,1,5
0027253805,1,5
0027254305,1,5
0027255107,1,5
0027255506,1,5
0027264653,1,5
0027286819,1,5
002729000X,1,5
0027327507,1,5
0027331555,1,5
0027332004,1,5
0027334635,1,5
0027345211,1,5
0027345238,1,5
0027345459,1,5
0027351904,1,5
0027353907,1,5
0027354318,1,5
0027355403,1,5
0027357813,1,5
0027358704,1,5
0027359409,1,5
0027364100,1,5
0027364208,1,5
002736660X,1,5
0027367800,1,5
0027368718,1,5
0027369420,1,5
0027373002,1,5
0027374602,1,5
0027381412,1,5
0027382001,1,5
0027420353,1,5
0027426432,1,5
0027426459,1,5
0027434516,1,5
0027434850,1,5
0027435008,1,5
0027436292,1,5
0027437701,1,5
0027437906,1,5
0027438104,1,5
0027438309,1,5
0027439003,1,5
0027439607,1,5
0027445410,1,5
0027476626,1,5
0027476901,1,5
0027477126,1,5
0027477134,1,5
0027478459,1,5
0027493512,1,5
0027493954,1,5
0027495108,1,5
0027507602,1,5
0027508250,1,5
0027511650,1,5
0027512355,1,5
0027516601,1,5
0027563405,1,5
0027573400,1,5
0027582000,1,5
0027583600,1,5
0027587703,1,5
0027587800,1,5
0027588009,1,5
0027588203,1,5
0027594556,1,5
0027595102,1,5
0027613658,1,5
0027614204,1,5
0027615618,1,5
0027617300,1,5
0027617319,1,5
0027624404,1,5
0027627403,1,5
0027653668,1,5
0027655806,1,5
0027657108,1,5
0027690105,1,5
0027690202,1,5
0027698009,1,5
0027700259,1,5
0027701301,1,5
0027731901,1,5
0027744116,1,5
0027746054,1,5
0027746356,1,5
0027746550,1,5
0027747417,1,5
0027751708,1,5
0027753115,1,5
0027754006,1,5
0027754103,1,5
0027754510,1,5
0027756610,1,5
0027757315,1,5
0027772403,1,5
0027775607,1,5
0027775801,1,5
0027775909,1,5
0027776905,1,5
0027778800,1,5
0027780260,1,5
0027810739,1,5
0027811700,1,5
0027823202,1,5
0027824500,1,5
0027824721,1,5
0027826902,1,5
0027859002,1,5
0027860159,1,5
0027860302,1,5
0027862704,1,5
0027887901,1,5
0027888304,1,5
0027888355,1,5
0027888452,1,5
0027894010,1,5
0027912906,1,5
0027916405,1,5
0027925269,1,5
0027926117,1,5
0027936228,1,5
0028025008,1,5
0028028821,1,5
0028049217,1,5
0028055896,1,5
002817965X,1,5
0028181484,1,5
0028199227,1,5
0028233220,1,5
0028252187,1,5
0028277775,1,5
0028280652,1,5
0028461800,1,5
0028471407,1,5
0028600037,1,5
0028600061,1,5
0028600266,1,5
002860041X,1,5
0028600428,1,5
002860069X,1,5
0028600819,1,5
002860086X,1,5
0028601467,1,5
0028603400,1,5
0028603516,1,5
0028603702,1,5
0028603753,1,5
0028603788,1,5
0028603869,1,5
0028603885,1,5
0028603923,1,5
0028603958,1,5
0028604032,1,5
0028604067,1,5
0028604105,1,5
0028604156,1,5
0028604199,1,5
0028604202,1,5
0028604261,1,5
0028604342,1,5
0028604385,1,5
002860444X,1,5
0028604458,8,5
0028604474,1,5
0028604563,1,5
0028604695,1,5
0028604792,1,5
002860489X,1,5
0028604954,1,5
0028604997,1,5
002860573X,1,5
0028606175,1,5
0028606353,1,5
0028606612,1,5
0028606736,1,5
0028607163,1,5
0028608127,1,5
0028608364,1,5
0028608380,1,5
0028608437,1,5
0028608488,1,5
0028608763,1,5
0028608828,1,5
0028608836,1,5
0028608852,1,5
0028609131,1,5
0028609166,1,5
0028609204,1,5
0028609212,1,5
0028609220,1,5
002860928X,1,5
0028609867,1,5
0028609905,1,5
0028609956,1,5
0028609972,1,5
0028609980,1,5
0028610083,1,5
0028610105,1,5
0028610156,1,5
0028610407,1,5
0028610415,1,5
0028610520,1,5
0028610687,1,5
0028610741,1,5
0028610865,1,5
0028610873,1,5
0028610881,1,5
0028610903,1,5
0028610954,1,5
0028610989,1,5
002861125X,1,5
0028611276,1,5
0028611365,1,5
0028611438,1,5
0028611659,1,5
0028611772,1,5
0028611926,1,5
0028611934,1,5
0028612302,1,5
0028612434,1,5
0028612574,1,5
0028612671,1,5
002861271X,1,5
0028612744,1,5
0028612787,1,5
0028612922,1,5
0028613228,1,5
0028613279,1,5
0028613406,1,5
0028613430,1,5
002861416X,1,5
0028614186,1,5
0028614216,1,5
0028614275,1,5
0028614488,1,5
0028614496,1,5
0028614518,1,5
0028615042,1,5
0028615077,1,5
0028615107,1,5
0028615689,1,5
0028615727,1,5
0028615735,1,5
0028615875,1,5
0028615883,1,5
0028615956,1,5
0028615972,1,5
0028615980,1,5
0028615999,1,5
0028616111,1,5
0028616340,1,5
0028616367,1,5
0028616375,1,5
0028616405,1,5
0028616464,1,5
0028616782,1,5
0028616901,1,5
0028617177,1,5
0028617258,1,5
0028617274,1,5
0028617290,1,5
0028617347,1,5
0028617363,1,5
0028617452,1,5
0028617479,1,5
0028617525,1,5
0028618696,1,5
0028618734,1,5
0028618874,1,5
0028618904,1,5
0028619404,1,5
0028619463,1,5
0028619471,1,5
0028619498,1,5
002861951X,1,5
0028619552,1,5
0028619587,1,5
0028619633,1,5
0028619757,1,5
002861979X,1,5
0028619811,1,5
0028620089,1,5
0028620100,1,5
0028620143,1,5
0028620178,1,5
0028620283,1,5
0028620372,1,5
0028620585,1,5
0028620666,1,5
002862078X,1,5
0028620895,1,5
0028621069,1,5
0028621085,1,5
0028621107,1,5
0028621131,1,5
0028621220,1,5
0028621239,1,5
0028621255,1,5
0028621395,1,5
0028621565,1,5
0028621573,1,5
0028621697,1,5
0028621905,1,5
0028622014,1,5
0028622049,1,5
0028622170,1,5
0028622189,1,5
0028622480,1,5
0028622499,1,5
0028622715,1,5
002862288X,1,5
0028623002,1,5
0028623029,1,5
0028623460,1,5
0028623711,1,5
002862386X,1,5
0028623886,1,5
0028623908,1,5
0028623916,1,5
0028623924,1,5
0028623959,1,5
0028624114,1,5
0028624173,1,5
0028624491,1,5
0028624610,1,5
0028625099,1,5
0028625218,1,5
0028625757,10,5
0028625773,1,5
002862615X,1,5
0028626168,1,5
002862632X,1,5
0028626354,1,5
0028626486,1,5
0028626923,1,5
0028626958,1,5
0028627024,1,5
0028627105,1,5
0028627121,1,5
0028627245,1,5
0028627288,1,5
0028627369,1,5
0028627377,1,5
0028627393,1,5
0028627490,1,5
0028627598,1,5
0028627717,1,5
002862825X,1,5
0028628594,1,5
0028628616,1,5
0028629019,1,5
0028629043,1,5
0028629051,1,5
0028629078,1,5
0028629094,1,5
0028629167,1,5
0028629299,1,5
0028629302,1,5
0028629418,1,5
0028629477,1,5
0028629523,1,5
0028629558,1,5
0028630092,1,5
0028630106,6,5
002863022X,1,5
0028630238,1,5
0028630289,1,5
0028630343,1,5
0028630351,1,5
0028630378,1,5
0028630394,1,5
0028630424,1,5
0028630599,1,5
0028630912,1,5
0028631056,1,5
0028631064,1,5
0028631188,1,5
0028631196,1,5
0028631315,1,5
0028631390,1,5
0028631412,1,5
0028631528,1,5
0028631633,1,5
002863165X,1,5
0028631692,1,5
0028631757,1,5
0028631870,1,5
0028631889,1,5
0028631919,1,5
002863196X,1,5
002863201X,1,5
0028632028,1,5
0028632311,1,5
0028632486,1,5
0028632613,1,5
0028632656,1,5
0028632672,1,5
0028632753,1,5
0028633083,1,5
0028633121,1,5
0028633407,1,5
0028633504,1,5
0028633776,1,5
0028633784,1,5
0028633792,1,5
0028633822,1,5
0028633857,1,5
0028634209,1,5
0028634500,1,5
0028634691,1,5
0028634764,1,5
0028634780,1,5
0028634926,1,5
0028635191,1,5
0028635299,1,5
0028635418,1,5
0028635868,1,5
0028635949,1,5
0028636023,1,5
0028636198,1,5
0028636279,1,5
002863635X,1,5
0028636392,1,5
0028636406,1,5
002863649X,1,5
0028636538,1,5
0028636589,1,5
0028636600,1,5
0028636619,1,5
0028636651,1,5
0028637011,1,5
0028637046,1,5
0028637267,1,5
0028637283,1,5
0028637763,1,5
0028637798,1,5
0028637887,1,5
002863795X,1,5
002863814X,1,5
0028638263,1,5
0028638360,1,5
0028638395,1,5
0028638425,1,5
0028638522,1,5
0028638662,1,5
0028638670,1,5
0028638913,1,5
0028639073,1,5
0028639227,1,5
002863926X,1,5
0028639367,1,5
0028639456,1,5
0028639502,1,5
0028639588,1,5
0028639693,1,5
002863974X,1,5
0028639766,1,5
0028639820,1,5
0028639839,1,5
0028639944,1,5
0028639960,1,5
0028640020,1,5
0028640055,1,5
0028640071,1,5
0028640683,1,5
0028641477,1,5
0028641671,1,5
0028641698,1,5
0028641701,1,5
002864171X,1,5
0028641736,1,5
0028641752,1,5
0028642082,1,5
0028642163,1,5
0028642244,1,5
0028642260,1,5
0028642333,1,5
0028642422,1,5
0028642600,1,5
0028642635,1,5
0028642651,1,5
0028642775,1,5
0028643186,1,5
0028643275,1,5
0028643380,1,5
0028643518,1,5
0028643607,1,5
0028643720,1,5
0028643860,1,5
0028644034,1,5
0028644085,1,5
0028644174,1,5
0028644417,1,5
0028644514,1,5
0028644557,1,5
002864459X,1,5
0028644662,1,5
0028644670,1,5
0028645243,1,5
0028646851,1,5
0028647904,1,5
002864896X,1,5
0028650875,1,5
0028653343,1,5
0028702506,1,5
0028702514,1,5
0028704711,1,5
0028713303,1,5
0028718410,1,5
0028718704,1,5
0028722728,1,5
0028729005,1,5
0028740025,1,5
0028740106,1,5
0028740173,1,5
0028740483,1,5
002881021X,1,5
0028810384,1,5
0028811119,1,5
0028811127,1,5
0028981294,1,5
0028981308,1,5
0028981332,1,5
0028981359,1,5
0028981677,1,5
0028982371,1,5
002898238X,1,5
002898241X,1,5
0028982428,1,5
0029001102,1,5
0029010551,1,5
0029017912,1,5
0029021006,1,5
0029021901,1,5
0029023106,1,5
0029023521,1,5
0029023807,1,5
0029024803,1,5
0029029902,1,5
0029030900,1,5
0029037611,1,5
0029059801,1,5
0029064414,1,5
0029066824,1,5
0029066832,1,5
0029066867,1,5
0029067057,1,5
002907052X,1,5
0029079705,1,5
0029079713,1,5
002907990X,1,5
0029081009,1,5
0029082404,1,5
0029087104,1,5
0029095026,1,5
0029099110,1,5
0029105501,1,5
0029106958,1,5
0029109752,1,5
0029110459,1,5
0029113806,1,5
0029115809,1,5
0029118131,1,5
0029121507,1,5
0029126800,1,5
0029131723,1,5
0029141001,1,5
002914180X,1,5
0029146739,1,5
0029155010,1,5
0029160030,1,5
0029166764,1,5
002917063X,1,5
0029170737,1,5
0029177766,1,5
0029179106,1,5
0029183316,1,5
0029187109,1,5
0029190959,1,5
0029197821,1,5
0029200350,1,5
0029202507,1,5
002920528X,1,5
0029212855,1,5
0029215218,1,5
0029227909,1,5
0029234905,1,5
0029235502,1,5
0029250617,1,5
0029253608,1,5
0029256208,1,5
0029277256,1,5
0029281113,1,5
0029283752,1,5
0029291003,1,5
0029292700,1,5
002929312X,1,5
002929360X,1,5
0029298652,1,5
0029303303,1,5
0029303605,1,5
002930380X,1,5
0029311500,1,5
0029316006,1,5
0029316200,1,5
0029327113,1,5
0029339405,1,5
0029340020,1,5
0029344301,1,5
0029344379,1,5
0029345707,1,5
002934770X,1,5
0029350352,1,5
0029353017,1,5
0029354056,1,5
0029356032,1,5
0029356504,1,5
0029359406,1,5
0029499909,1,5
0029540097,1,5
0029638402,1,5
0029638607,1,5
0029638801,1,5
002963900X,1,5
0029639204,1,5
0029639905,1,5
0029640407,1,5
0029690803,1,5
0029692407,1,5
0029693306,1,5
0029695902,1,5
0030000424,1,5
0030000726,1,5
0030000831,1,5
0030000890,1,5
0030000920,1,5
0030000939,1,5
0030002060,1,5
0030003474,1,5
0030004381,1,5
0030004780,1,5
0030007135,1,5
0030007194,1,5
003000733X,1,5
0030009995,1,5
0030015030,1,5
003001512X,1,5
0030018897,1,5
003001946X,1,5
0030019516,1,5
0030020387,1,5
0030020786,1,5
0030029945,1,5
0030031842,1,5
0030032679,1,5
0030033195,1,5
0030035627,1,5
0030035643,1,5
003003678x,1,5
0030036798,1,5
0030036828,1,5
0030037166,1,5
0030037727,1,5
003004068X,1,5
0030045541,1,5
0030045584,1,5
0030045592,1,5
0030045894,1,5
0030046181,1,5
003004622X,1,5
0030049598,1,5
0030049989,1,5
0030051436,1,5
0030053765,1,5
0030054087,1,5
003005608X,1,5
0030056098,1,5
0030056144,1,5
0030056276,1,5
0030056284,1,5
0030056292,1,5
0030060125,1,5
0030061091,1,5
0030068827,1,5
0030069564,1,5
0030069580,1,5
0030070066,1,5
0030071933,1,5
0030073189,1,5
0030073227,1,5
0030073243,1,5
0030074312,1,5
0030075211,1,5
0030076064,1,5
0030077605,1,5
0030077664,1,5
0030078156,1,5
0030079306,1,5
0030080037,1,5
0030080371,1,5
0030080398,1,5
0030083710,1,5
0030084113,1,5
0030085330,1,5
0030085373,1,5
003008539X,1,5
003008685X,1,5
0030091306,1,5
0030095344,1,5
0030096189,1,5
0030096502,1,5
0030098750,1,5
0030102006,1,5
0030104556,1,5
0030107210,1,5
0030107318,1,5
0030107636,1,5
0030112648,1,5
0030113261,1,5
0030115078,1,5
0030118514,1,5
0030119197,1,5
0030119502,1,5
0030119537,1,5
0030120608,1,5
0030125111,1,5
0030127440,1,5
0030129362,1,5
0030131561,1,5
003013157X,1,5
0030131766,1,5
0030137462,1,5
0030138663,1,5
003014051X,1,5
0030145023,1,5
0030145139,1,5
0030147166,1,5
0030149010,1,5
0030149061,1,5
003015006X,1,5
0030150809,1,5
0030152062,1,5
0030152615,1,5
0030153913,1,5
0030155665,1,5
0030157188,1,5
0030162394,1,5
0030166012,1,5
003016656X,1,5
0030172217,1,5
0030177960,1,5
0030180228,1,5
0030180716,1,5
0030180767,1,5
0030180813,1,5
0030180864,1,5
0030180910,1,5
0030180961,1,5
0030181011,1,5
0030181062,1,5
0030181119,1,5
0030181216,1,5
0030182913,1,5
0030184762,1,5
003018682X,1,5
003018763X,1,5
0030193826,1,5
0030195160,1,5
0030200784,1,5
0030200881,1,5
0030206324,1,5
0030206561,1,5
0030206812,1,5
0030207169,1,5
0030209692,1,5
0030210178,1,5
0030211131,1,5
0030211212,1,5
0030213967,1,5
0030214017,1,5
003021436X,1,5
0030214416,1,5
0030216095,1,5
0030216664,1,5
003022313X,1,5
0030223962,1,5
0030224640,1,5
0030225140,1,5
0030225663,1,5
0030226260,1,5
0030226546,1,5
0030226767,1,5
0030226864,1,5
003022781X,1,5
0030228069,1,5
0030230667,1,5
0030230918,1,5
0030237424,1,5
0030238110,1,5
0030249864,1,5
0030254264,1,5
0030259649,1,5
0030262186,1,5
0030262860,1,5
0030266688,1,5
0030267226,1,5
0030271509,1,5
0030272289,1,5
0030283361,1,5
0030285860,1,5
0030291798,1,5
0030298210,1,5
0030299403,1,5
0030304148,1,5
0030310105,1,5
0030314038,1,5
0030321883,1,5
0030322332,1,5
0030325935,1,5
003032744X,1,5
0030334365,1,5
0030343984,1,5
0030361850,1,5
0030363160,1,5
0030384427,1,5
0030399211,1,5
0030402417,1,5
0030402468,1,5
0030416515,1,5
0030417457,1,5
0030418461,1,5
0030419964,1,5
0030420164,1,5
0030420210,1,5
003042061X,1,5
0030420717,1,5
0030420768,1,5
0030423910,1,5
003042576X,1,5
0030426065,1,5
0030427061,1,5
0030427517,1,5
003043131X,1,5
0030437113,1,5
0030437261,1,5
0030437415,1,5
0030437512,1,5
0030440769,1,5
0030441668,1,5
0030442265,1,5
0030442818,1,5
0030445760,1,5
0030447216,1,5
003044781X,1,5
0030448514,1,5
0030448565,1,5
0030448611,1,5
0030449561,1,5
0030450969,1,5
0030452457,1,5
0030453216,1,5
0030453712,1,5
0030454964,1,5
0030457262,1,5
0030460867,1,5
0030461359,1,5
0030463262,1,5
0030463963,1,5
0030469341,1,5
0030471265,1,5
0030472652,1,5
0030474817,1,5
0030474868,1,5
0030476119,1,5
0030476267,1,5
0030476461,1,5
0030477166,1,5
0030477964,1,5
003048216X,1,5
0030489318,1,5
0030491266,1,5
0030491665,1,5
0030491762,1,5
0030491819,1,5
003049186X,1,5
003049186x,1,5
0030491916,7,5
0030491967,1,5
0030493463,1,5
0030494265,1,5
0030494702,1,5
0030494931,1,5
0030499445,1,5
0030506069,1,5
0030506611,1,5
0030508916,1,5
0030509319,1,5
0030511666,1,5
0030512379,1,5
0030514924,1,5
0030520037,1,5
0030520835,1,5
003052086X,1,5
0030521912,1,5
0030526337,1,5
0030538173,1,5
0030539765,1,5
0030547032,1,5
0030549825,1,5
0030551153,1,5
0030554381,1,5
003055487X,1,5
0030554934,1,5
0030555477,1,5
0030557364,1,5
0030558646,1,5
0030560632,1,5
0030562481,1,5
0030567769,1,5
0030568943,1,5
0030569087,1,5
003057062X,1,5
0030573122,1,5
0030574544,1,5
0030574692,1,5
0030574862,1,5
0030575540,1,5
003057627X,1,5
0030576415,1,5
0030576474,1,5
0030576482,1,5
0030576687,1,5
003057708X,1,5
0030577241,1,5
0030577861,1,5
0030579031,1,5
0030579899,1,5
0030582776,1,5
0030583497,1,5
0030585015,1,5
0030586232,1,5
0030586240,1,5
0030586461,1,5
0030589533,1,5
0030591325,1,5
0030591724,1,5
0030592569,1,5
0030595320,1,5
0030595746,1,5
0030595916,1,5
0030596173,1,5
0030596831,1,5
0030597838,1,5
0030597846,1,5
0030597862,1,5
0030597889,1,5
0030598575,1,5
0030598583,1,5
0030599415,1,5
0030600030,1,5
003060043X,1,5
0030602971,1,5
0030603781,1,5
0030604176,1,5
0030604885,1,5
0030605601,1,5
0030605741,1,5
0030606047,1,5
003061368X,1,5
0030613728,1,5
0030614775,1,5
0030615224,1,5
0030615240,1,5
0030615321,1,5
0030615526,1,5
0030615534,1,5
0030616565,1,5
0030616573,1,5
0030616891,1,5
0030617316,1,5
0030617324,1,5
0030617332,1,5
0030618339,1,5
0030619211,1,5
0030619432,1,5
0030621577,1,5
0030621976,1,5
0030621984,1,5
0030622093,1,5
0030623189,1,5
0030623286,1,5
0030623774,1,5
0030624142,1,5
003062424X,1,5
0030624363,1,5
0030624401,1,5
0030624517,1,5
0030624703,1,5
0030626285,1,5
0030626315,1,5
0030628822,1,5
0030630134,1,5
0030632366,1,5
0030632536,1,5
0030632560,1,5
0030632579,1,5
0030632978,1,5
0030633338,1,5
0030633931,1,5
0030635438,1,5
0030635446,1,5
0030635519,1,5
0030635527,1,5
0030635543,1,5
0030635640,1,5
0030636442,1,5
0030636973,1,5
003063864X,1,5
0030639484,1,5
0030640075,1,5
0030640768,1,5
0030679109,1,5
0030686784,8,5
0030686792,1,5
0030692814,1,5
0030693012,1,5
0030695031,1,5
0030703395,1,5
0030704871,1,5
0030705436,1,5
0030705479,1,5
0030706114,1,5
0030706238,1,5
0030706998,1,5
0030707234,1,5
0030707315,1,5
0030710278,1,5
0030710618,1,5
0030710839,1,5
0030710863,1,5
003071091X,1,5
0030716322,1,5
0030718562,1,5
0030719313,1,5
003072399X,1,5
0030724082,1,5
0030725356,1,5
0030725852,1,5
0030746949,1,5
0030748828,1,5
0030751977,1,5
0030753740,1,5
0030771404,1,5
0030773253,1,5
0030779006,1,5
003078395X,1,5
0030790980,1,5
0030791766,1,5
